"Subject" "Activity_Label" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-meanFreq()-X" "fBodyAcc-meanFreq()-Y" "fBodyAcc-meanFreq()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-meanFreq()-X" "fBodyAccJerk-meanFreq()-Y" "fBodyAccJerk-meanFreq()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-meanFreq()-X" "fBodyGyro-meanFreq()-Y" "fBodyGyro-meanFreq()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyAccMag-meanFreq()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-meanFreq()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-meanFreq()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-meanFreq()"
"1" 2 "LAYING" 0.263933429042918 -0.0224194010678541 -0.108645976793991 -0.965041693948498 -0.941507679360515 -0.94648167219485 -0.385949711618026 0.464329963274678 0.732247504206009 -0.950344065493562 -0.967619248145923 -0.953840213781116 0.0794894904197425 0.0113452280742918 0.000900802023798283 -0.980737592618026 -0.971594753862661 -0.981401879270386 -0.0167587081411159 -0.0958012275339056 0.123032959575107 -0.960723883824034 -0.97327669472103 -0.961790539356223 -0.103195584792275 -0.0372577240694421 -0.0655252087811159 -0.975301905536481 -0.985756883476395 -0.984865655064378 -0.945751197188841 -0.932959440313305 -0.945751197188841 -0.932959440313305 -0.980901256781116 -0.974774834678112 -0.940236820472103 -0.933798308875536 -0.986184417253219 -0.978853681545064 -0.970497883776824 -0.952911517077253 -0.961177259141631 -0.963185283304721 -0.939599287017167 -0.942986517304721 -0.216718408106867 0.103454208027039 0.249803166482403 -0.980517561802575 -0.97116400776824 -0.978416606180257 -0.982816062188841 -0.974339284549356 -0.983058904291846 0.107858539839253 0.0417144684076824 0.109272188019313 -0.954450346348927 -0.975932747339056 -0.962942555150215 -0.963037711716738 -0.972150675493562 -0.964951155793991 0.0140331072312876 -0.0816609195373391 0.12442545523867 -0.951141381351931 -0.934550850386266 0.153484041695279 -0.975581652317597 -0.972897564034335 0.348849281748498 -0.950671516051502 -0.934893387957082 -0.00649861324004292 -0.980503410944206 -0.978131814206009 0.229068391755837
"2" 2 "SITTING" 0.271997868830846 -0.0126882559379602 -0.105753814070647 -0.986576383283582 -0.957444662238806 -0.960685340945274 0.877697320945274 0.0734186788012736 0.26433679161194 -0.980520103482587 -0.966931386965174 -0.962550340099503 0.0763314746567164 0.0066087127880597 -0.00190033415860697 -0.989585322089552 -0.982844087661692 -0.988312407810945 -0.0412761854741293 -0.0738027597159204 0.0694095408174129 -0.985324871741294 -0.977368058955224 -0.96646656119403 -0.0945072979353234 -0.040567038559204 -0.049072216820398 -0.992193427761194 -0.991734070199005 -0.989765482835821 -0.971063224029851 -0.958787621442786 -0.971063224029851 -0.958787621442786 -0.988612185820895 -0.987227126069652 -0.952510858258706 -0.96023224 -0.993159519104478 -0.991017400049751 -0.986853904129353 -0.964672824029851 -0.971568381840796 -0.986581208159204 -0.956070553233831 -0.957580986517413 -0.013886296520597 0.14055646782796 0.148775901409453 -0.989654449054726 -0.982710786517413 -0.986316272736318 -0.990472966119403 -0.984342333631841 -0.988907192537314 0.239317066953731 0.015767963259801 0.0645586610696517 -0.983306462636816 -0.981852222985075 -0.968738717164179 -0.986122141343284 -0.975287019850746 -0.968955200099503 0.114590872084726 -0.122006092426368 0.0540638833239303 -0.967557257512438 -0.960323914726368 0.21368167531791 -0.98706386800995 -0.986301035223881 0.342674302122886 -0.972670165422886 -0.959702536467662 -0.0349308540969154 -0.991544160099503 -0.990667450696518 0.216471407724876
"3" 2 "STANDING" 0.27893392046729 -0.01730907188 -0.108535089271028 -0.991003232523365 -0.957114267757009 -0.960058364065421 0.937185533598131 -0.205877477154206 -0.00802021851152383 -0.991412936121495 -0.978169554485981 -0.963347226915888 0.0751520323504673 0.0108584624573738 -0.00363957624068224 -0.987382530046729 -0.976506005747664 -0.986931732757009 -0.0256595398282243 -0.068879981185514 0.0819266131943925 -0.971380580514019 -0.977707647429907 -0.975239622009346 -0.101093937658879 -0.0423801321121495 -0.0529609327537383 -0.983371404719626 -0.989310300607477 -0.985554018130841 -0.971603898224299 -0.963858023785047 -0.971603898224299 -0.963858023785047 -0.985644867336449 -0.98337310546729 -0.967015001682243 -0.96013507682243 -0.989070866401869 -0.986091233831776 -0.989205636682243 -0.963244282523364 -0.971860756261682 -0.991935125654205 -0.956239660233645 -0.956624649672897 0.0743688589634112 0.0470744247664953 0.0928023741570093 -0.987405492990654 -0.976346787757009 -0.98460941088785 -0.988541043831776 -0.978505047803738 -0.987888333224299 0.291851001945327 -0.0337385747471963 0.0294796036046729 -0.970079597476636 -0.979973270420561 -0.974573210373832 -0.972135617616822 -0.976628390700935 -0.977774026121495 -0.195207348171963 -0.169945153787009 0.00183041282420561 -0.971698518925234 -0.964950308785047 0.122329209347664 -0.983364153691589 -0.98224584817757 0.337066784115888 -0.97089042864486 -0.960337824439252 -0.140744667774953 -0.986699754859813 -0.986018395747664 0.204038642443925
"4" 2 "WALKING" 0.276767989083969 -0.0180891428993698 -0.109784228950382 -0.352872815763359 -0.0780640614022901 -0.285838838061069 0.930498297022901 -0.234163676759542 -0.0753809476198473 -0.977576847671756 -0.972512176221374 -0.957793944351145 0.0706468120166031 0.0165968140091603 -0.0035459796908397 -0.249609463419847 -0.0849282722658397 -0.487239429351145 -0.0486823770058779 -0.0575697275187023 0.0911195583706107 -0.557523414580153 -0.375576671994847 -0.358725976183206 -0.0897664141980802 -0.0453914713572519 -0.0528443603015267 -0.408337916954198 -0.529797455343511 -0.448605406793893 -0.217397259896565 -0.355275113835878 -0.217397259896565 -0.355275113835878 -0.235491075980916 -0.200390682207786 -0.339810654583969 -0.426755353396947 -0.484808238522901 -0.518878422194657 -0.295468122332061 -0.0647437813412214 -0.337940993931298 -0.377868079389313 -0.145016541242863 -0.314230086362595 -0.241978793150763 0.114028553086641 0.0936281278960687 -0.291520980886298 -0.161309379067714 -0.460479002022901 -0.273049930427481 -0.0634088692674809 -0.512396282519084 -0.21512778716042 -0.325833420776718 -0.256319395831298 -0.444012406358779 -0.399266445882824 -0.335614009083969 -0.59427313148855 -0.366816140915649 -0.427658284885496 -0.0376498863546947 -0.0499778100160305 -0.0517453956304962 -0.270755746289313 -0.509291534198473 0.244837769263359 -0.188967868661298 -0.22126627945687 0.102220870372519 -0.435038094785115 -0.522530895381679 0.233568479515115 -0.523008583545801 -0.548279525954198 0.137249723349733
"5" 2 "WALKING_DOWNSTAIRS" 0.289347712310811 -0.0166089916391892 -0.116239204185811 0.117952747024804 0.0116494640614865 -0.133067988753378 0.910965694121622 -0.198547452628378 -0.0969844421912162 -0.949795591081081 -0.942764398513513 -0.912948822027027 0.0952042091876351 1.60248918918886e-06 -0.0217942907763514 0.00879159855405405 -0.0890479786385135 -0.348272496061487 -0.0877722486039189 -0.0380992294405405 0.0959786190449324 -0.399144983928378 -0.416374698108108 -0.299377373317568 -0.0717272696187838 -0.0478768664854054 -0.0605244843876351 -0.460418286959459 -0.477588791364865 -0.349969502002703 0.112908404119662 0.126995897665541 0.112908404119662 0.126995897665541 -0.0915221823006757 0.0307316014378378 -0.196375312855608 -0.318657809412162 -0.462791505297297 -0.452578165506757 0.0631817185594595 0.0341600745317568 -0.155276082707568 0.133763913979189 -0.0662664044567568 -0.192789738435811 -0.354228262722973 0.0269956136297297 0.128649494894527 -0.0200630853040541 -0.117552922932432 -0.286607556574324 -0.0536798866674324 -0.121539639333108 -0.409152621256757 -0.258143169445946 -0.364772279175676 -0.229899500015541 -0.301990560623649 -0.358459129533784 -0.181566083941216 -0.434611255432432 -0.461100567981081 -0.408941938175676 -0.150570970074324 0.0917886945560135 -0.00947569329932432 0.166430167759459 -0.0735569905756757 0.0656010131628378 0.044727635914527 0.0027648342222973 0.0338447654972973 -0.361331057537162 -0.411721561831081 0.102536346631757 -0.456124548822297 -0.488846105736486 0.0693366064729054
"6" 2 "WALKING_UPSTAIRS" 0.25774498502 -0.0202454974725333 -0.127221606366667 -0.3408689216 -0.0496262512586667 -0.133536143870667 0.847735724666667 -0.254677011 -0.225604565532 -0.9475876584 -0.936432307533333 -0.902568862333333 0.0868086703056667 -0.00229065251986667 0.00700678862866667 -0.42525653694 -0.347513287150667 -0.617595934533333 0.002637057248 -0.0580561985633333 0.0497437937766667 -0.498882411866667 -0.457966793529333 -0.305343902177333 -0.111874469204733 -0.0390964255157333 -0.0401068251686667 -0.6131391436 -0.703729935333333 -0.617055737533333 -0.166566887573333 -0.304346544561333 -0.166566887573333 -0.304346544561333 -0.432257235 -0.404811452399333 -0.254478557386 -0.408867401110667 -0.661490759933333 -0.7040045608 -0.385590600313333 -0.168567365420067 -0.350892216451333 -0.326362089733333 -0.0532591953573333 -0.0955040686286667 -0.399437701386667 -0.156105805546 -0.308921125708093 -0.43861521878 -0.371106858881333 -0.5825162812 -0.464762948533333 -0.367526895133333 -0.651785417533333 -0.259745531506667 -0.431415285586667 -0.465424453646667 -0.461543181186667 -0.5372936958 -0.40411494784 -0.516889293926667 -0.422103642566667 -0.34276125096 -0.246065476272667 -0.255793656248 -0.25940959449 -0.304636391196667 -0.41401315 -0.0215460892299333 -0.382925746142 -0.438578757134667 0.0431996387433333 -0.521505979466667 -0.441216708266667 -0.174665542327533 -0.699096907933333 -0.7323685652 0.0970496541553333
"7" 4 "LAYING" 0.271306077882096 -0.0173804591208734 -0.106265285525764 -0.970923881353712 -0.949520663056769 -0.958132257336245 -0.30481838489083 0.670544659606987 0.452119227423581 -0.959860977248908 -0.97127065 -0.967507174672489 0.0806922268017467 0.00894403250586463 -0.00230472153572271 -0.979837549912664 -0.966343819781659 -0.978700101921397 -0.0185361700980524 -0.0866387693344978 0.129163175733624 -0.970301061572052 -0.968440061048035 -0.967123999257642 -0.101973601087336 -0.0378424291572052 -0.064335994828821 -0.973862518078603 -0.983666069694323 -0.983520672445415 -0.959856428864629 -0.950621065401747 -0.959856428864629 -0.950621065401747 -0.97688883371179 -0.972444371484716 -0.946818968733624 -0.949262861135371 -0.983199537248908 -0.978995786157205 -0.972258913275109 -0.953327233668122 -0.965023441746725 -0.970491640174673 -0.950194720262009 -0.957043471659389 -0.169453953468122 0.163440815822271 0.180625987428865 -0.979718580829694 -0.966702609781659 -0.975872230393013 -0.981873449956332 -0.96845404371179 -0.980137033056769 0.169125177099563 0.028748624060083 0.0392694991279476 -0.964550637030568 -0.97238242489083 -0.96596042489083 -0.972223794104804 -0.966780275327511 -0.970564880960699 -0.0687716309591703 -0.176599326087773 0.139330606961223 -0.957162083406114 -0.954245325598253 0.128975377512664 -0.972436711484716 -0.971463549781659 0.282396336047162 -0.960564386069869 -0.950795139737991 -0.100994421676157 -0.979954232751092 -0.978965637161572 0.154703277793886
"8" 4 "SITTING" 0.271532360131915 -0.0116228350385532 -0.108029639212766 -0.982865368808511 -0.916559776485106 -0.929697810042553 0.907882063574468 0.0418361929899349 0.0600835266608511 -0.980631343319149 -0.946815298012766 -0.941863164425532 0.0758013525829787 0.00416241580051064 -0.00395955775608511 -0.98077566187234 -0.963655160978723 -0.980299997361702 -0.0406679086987234 -0.0736768738038298 0.0913097081547234 -0.977052818382979 -0.962256692978723 -0.949755684978723 -0.0972092214510638 -0.0401717714354043 -0.0544188418414043 -0.980874761191489 -0.984910786978723 -0.977173294723404 -0.942456035829787 -0.927968378808511 -0.942456035829787 -0.927968378808511 -0.976872821404255 -0.973470800255319 -0.944023977191489 -0.947154989140426 -0.984377958340426 -0.981837593489362 -0.980915480595745 -0.931808154255319 -0.950493777617021 -0.983895561404255 -0.914297080978723 -0.924361118297872 0.0177821218540426 0.0478715234246809 0.0632585778008511 -0.981150608382979 -0.963834398042553 -0.97717653693617 -0.982120959957447 -0.966202129148936 -0.982075548 0.198720687377489 -0.0725822270778723 -0.00744503653842553 -0.971157397446808 -0.969463389617021 -0.952692618595745 -0.978998544425532 -0.958884878212766 -0.953553954340426 0.0864722814145957 -0.255006030393191 -0.0250850740302128 -0.942763782212766 -0.931512142212766 0.0561006975845532 -0.972966682170213 -0.973138506978723 0.285376823278723 -0.960981568723404 -0.947671565608511 -0.113755396107021 -0.982741003361702 -0.981697281659574 0.136886781121277
"9" 4 "STANDING" 0.279073617328244 -0.0149156837969466 -0.104190464594244 -0.978358223854962 -0.900231306870229 -0.921418410076336 0.935716113549618 -0.228728739816794 -0.0179964275 -0.983245867328244 -0.955303154541985 -0.939448770858779 0.0741717892904198 0.00463574355960687 -0.00820413412087786 -0.972758684656489 -0.949944541183206 -0.976742246259542 -0.0268944899179008 -0.0696016717076336 0.0799543232977099 -0.918062784236641 -0.951116359847328 -0.934553467022901 -0.101505580956489 -0.0439324435820611 -0.0497450913535496 -0.951325060839695 -0.978068019541985 -0.966433513549618 -0.934727131068702 -0.925820181450382 -0.934727131068702 -0.925820181450382 -0.968493781870229 -0.962891333587786 -0.916778936221374 -0.905881692748092 -0.970741651183206 -0.967673631145038 -0.974469467290076 -0.916389502557252 -0.946609907557252 -0.980282816908397 -0.898315710538168 -0.914784734465649 -0.0131390631651908 -0.0706635672225191 -0.0129276940673664 -0.972814496984733 -0.950541409045802 -0.972968443778626 -0.975327746946565 -0.953045681145038 -0.979220332366412 0.185388405349008 -0.174194616286527 -0.0232100995279389 -0.916120606412214 -0.957785701526718 -0.936994015076336 -0.919913906603053 -0.947883995458015 -0.939954236221374 -0.254924951325802 -0.294090321361069 -0.139523849642824 -0.939069245343511 -0.930269366564885 -0.0137061192738931 -0.961978345229008 -0.963201820916031 0.221149978977863 -0.930834748053435 -0.90697453648855 -0.25379758320458 -0.969180952290076 -0.967832396145038 0.0538023357763359
"10" 4 "WALKING" 0.275801680846561 -0.0163816781825397 -0.109881790340741 -0.373170916666667 -0.0708759754630159 -0.407221573862434 0.944635891587302 -0.175361872322751 -0.0640455362222222 -0.980742185555556 -0.96674882 -0.954463607248677 0.080258076542328 0.011179615089418 0.00927220578412698 -0.324236633740741 -0.15174888250582 -0.612993577566137 -0.0346676161532804 -0.0676429208433862 0.0849321301989418 -0.516290969047619 -0.563808221481481 -0.489300382063492 -0.107926530356085 -0.0401421397835979 -0.0519314941086243 -0.443408636507936 -0.681351526402116 -0.564211964867725 -0.239094523121693 -0.451843415343915 -0.239094523121693 -0.451843415343915 -0.327130522380952 -0.285664672158201 -0.422787301437037 -0.543585173968254 -0.595269937301587 -0.623616652804233 -0.36921323205291 -0.115445886176561 -0.474895876719577 -0.376060577195767 -0.10736936315455 -0.417936920529101 -0.282125064813228 0.0307219455725397 -0.0541164685745503 -0.375418159830688 -0.234699991243386 -0.595406364920635 -0.332528011624339 -0.119258704016402 -0.629188927777778 -0.276796571418466 -0.385112193195767 -0.383316843853439 -0.406409944867725 -0.584932688835979 -0.460919082539683 -0.552502517513228 -0.555190703492063 -0.546897241111111 -0.0781499884566138 -0.14984302812381 -0.0403944282068783 -0.405356753386243 -0.566395636031746 0.214102615819048 -0.313920191899471 -0.258330459479894 0.0296980550968254 -0.568266763021164 -0.608916382486772 0.171973606659735 -0.646063125608466 -0.623486423756614 0.135357363387831
